Kinase,Model,CV Mean R²,CV Std R²,Test R²,Test MSE
O00418,MLP,-0.9962515306585796,1.0863268638143255,0.1780626017222812,1.4865783029071704
O14578,Lasso,0.2085838855611495,0.1911243644494037,0.2976901283165727,0.3711810249882866
O15075,Lasso,-0.0514152917951713,0.0550165038342742,-0.0422510335880867,0.2226210240501872
O43318,SVR,-0.7480405752006765,0.5382230240923433,0.1017365875972208,0.5858152526492626
O43353,MLP,-0.545985645827969,0.8595484482015899,0.3191969063270361,0.4407165337488343
O43683,MLP,-3.052682395723124,6.1304056922814425,0.0810064089326365,2.1238426096142944
O60885,PLS,-0.7821151274785756,1.0584895521920394,0.2139969327038321,0.3292814668434443
O75385,Lasso,-0.5662853413150777,0.6490069862814678,0.1093226047393095,0.1098215825340726
O75676,SVR,-0.8205215708925057,1.164729262040284,-0.3793473028328578,0.4991420656435624
O76039,XGBoost,-1.4617110587438185,0.9495269250599148,0.1326062551706704,0.9607352342864756
O94804,RandomForest,-0.413614061362517,0.2215045807835235,0.2713087917662492,0.4143022030230264
O94806,MLP,-0.3439313240779912,0.3651353550723636,0.05317319585842,0.8377235191433285
O94921,SVR,-0.1139648095859807,0.282373087952302,0.2600999873534271,0.1972188961435933
O95819,Lasso,-0.485641339004793,0.4817351909980696,-0.0491117920291734,0.4059673759585847
O95835,ElasticNet,-0.4445295290109662,0.4021231969128951,0.0770356617959573,0.5326688899061418
O96013,MLP,0.414766143267293,0.1456448453807299,0.6620514183888163,0.3778023946990768
P00519,PLS,-0.2538050988294891,0.4176282545902576,0.2847215837406933,0.3840673166798458
P04049,Lasso,-0.4662687533216166,0.7601069187622608,0.0624790116089281,1.683259858962903
P04626,Lasso,-0.1272409274303835,0.1961947246990839,0.0339503346744367,0.705756623666482
P06493,MLP,-0.4969928072384603,0.6771123704825136,-0.0551135539152929,2.037997440393465
P10398,RandomForest,-0.3585946326502366,0.4401514857181077,-0.0015386976754945,0.2058432988188389
P11274,ElasticNet,0.1394711037277453,0.3098215083202325,0.3431802920382616,0.5948863383961513
P15056,RandomForest,-2.132140037825104,3.908434316734136,-0.3801391093405246,3.0597427074310075
P23443,RandomForest,-0.6060148247871213,0.5612540722738378,0.3457677250102293,0.9559732925072872
P27361,RandomForest,-0.1394922895633621,0.4700776381367165,0.0845528881636223,1.573745370997348
P27448,Lasso,-0.0255484001807835,0.2554153756645904,0.1825314553217804,0.860493927751526
P30291,SVR,-0.2008472397247279,0.1977910734505505,0.0909062843527208,0.8004373562266961
P31749,RandomForest,-0.3247799139555785,0.4297635913201364,0.1469195849209487,1.976138039183101
P33981,PLS,-0.0575847301167202,0.455013744937172,0.1871612336831387,1.1104946049299655
P42345,SVR,-0.5274546682274999,0.4977344618675218,-0.1881008147822547,3.032692162029089
P49759,PLS,0.1711315142343688,0.1462134696437046,0.1259873182583858,0.5916904008323802
P49761,Lasso,0.0848783374966228,0.1677447159918928,-0.0106436480275518,0.7401335197984151
P49841,GradientBoosting,-5.972138732896452,9.131397852870338,0.1472550799866488,0.603755846012227
P51812,SVR,-0.1922908888341829,0.615455518521532,0.236875487075333,1.4273861572690376
P51957,ElasticNet,-1.2597648693047818,2.370043430903294,0.0262803672918765,0.1377564478057791
P54646,XGBoost,-1.6865099992768091,3.142120265865491,0.3431744301672802,0.8436168723447638
P78527,XGBoost,-0.366518056438487,0.5804522214230393,0.0995611470176306,0.5391392583698543
Q00536,MLP,-0.8543470826520035,1.6806642688167115,-0.1181251904375102,1.7125945013148107
Q00537,Lasso,-0.1097756698335088,0.3508716155443788,-0.0631399645555226,1.9770324000651112
Q05397,Lasso,-0.0800069782991605,0.3523084619068569,0.1559047656752463,0.5059663428422477
Q05655,PLS,-1.309489219044183,1.446205778702668,0.1743656263179359,0.8127803510364829
Q06187,GradientBoosting,-0.0276445371604439,0.3067860086180964,0.5747030267920039,0.6822981359133813
Q07002,GradientBoosting,-0.8250563959427577,0.8313457375148646,-0.1180651368037848,1.9501524904605787
Q13043,Lasso,-0.6318307838885994,0.3988827841071387,-0.0646357429456301,0.6636111583399165
Q13131,Lasso,-0.2849732060236237,0.5952342681065381,0.1289654288693943,0.5142186229817728
Q13153,Lasso,-0.4303596863358034,0.6655844288653932,0.1078351261215337,1.9103678025005093
Q13177,XGBoost,-1.4370106960024995,1.9919381482027367,0.0480570794071686,0.5249609193705517
Q13233,SVR,-0.5324689633360669,0.3608706885808247,-0.1451690584064884,1.1657147946826476
Q13263,ElasticNet,-0.1444067685624986,0.678721353315839,-0.4636723937066311,0.0882591147012982
Q13555,Lasso,0.0391867454377974,0.1788380060405583,-0.3416292999450099,0.4248544106945432
Q13627,SVR,-0.1592119699039252,0.1568018240051132,0.0406095772265839,1.1739458863201744
Q14004,GradientBoosting,-0.4925265815027076,0.6309725941001697,0.2860824048509899,1.2431033159971498
Q14680,XGBoost,-0.9940167022337608,0.5955398577184674,0.1376074810710269,0.372500819131921
Q15139,SVR,0.2094747275115599,0.6788993789463702,0.6995396115767067,0.5974421608256336
Q15418,GradientBoosting,-0.6646860295210123,1.0698293510755676,0.6143910455828766,0.3928934397057995
Q16512,RandomForest,-0.3195092386269828,0.5187908106671345,0.0544214531237595,0.576253720247692
Q16513,MLP,-0.438006617972407,0.4876757649874151,0.151033611925467,2.7120150016707605
Q16584,SVR,-0.1897648782281255,0.5720711912228864,0.1285381471379223,0.1438200804021178
Q2M2I8,Lasso,0.1090480117076913,0.1673913950557425,-0.1034741996746817,0.2615528545971058
Q7KZI7,GradientBoosting,-0.080042786975912,0.4771887354742724,0.1112913071355273,0.7135303035368161
Q8IV63,XGBoost,-3.578758904808457,4.5439607406977816,0.0450349031909854,2.2620491017135564
Q8IVT5,SVR,-0.6239623118895066,0.4892413836585793,-0.7479008546808563,3.440355919566015
Q8IWQ3,SVR,-3.2773791273320314,4.0501849969883565,0.3356363157786174,0.2798341156418757
Q8TD19,SVR,0.27347711227663,0.3951043279235798,0.6774869956721536,0.9455208363470846
Q92630,MLP,-0.3559058259292973,0.3447975006177077,-0.0088448745698157,0.8498583593165862
Q96GX5,RandomForest,-0.5937329478173625,0.5570226659243925,0.1909089920609891,0.0974743644172312
Q96Q15,MLP,-0.690644645512279,0.9902875522752222,-0.013997817550702,0.2057232876606559
Q96QT4,ElasticNet,0.7890207035684467,0.1234380750963359,0.9466045461075304,0.0383350263518553
