Kinase,Model,CV Mean R²,CV Std R²,Test R²,Test MSE
O00418,RandomForest,0.22935212327825236,0.46778952472394475,0.44022514078173924,5.379335434310662
O00418,XGBoost,-0.20324524777024586,0.6975826836180907,0.4436581173891627,5.346345148295919
O00418,PLS,-0.8763097806616964,1.5762155605810058,0.17154556440449642,7.961297703391667
O00418,SVR,-2.1199916108103753,3.662152358788575,0.1471042198030108,8.19617461669317
O00418,Lasso,-0.5720283452180197,1.0136040201463479,0.13945368647958445,8.269694862056737
O00418,ElasticNet,-0.5378891629189663,1.0013738098172507,0.1515335095112308,8.153609941477978
O00418,GradientBoosting,0.15757544879552415,0.5674751529246144,0.4939556470141385,4.862994960422572
O00418,MLP,-0.49103754607347494,0.9882282372259124,0.3437558306161499,6.306388105489882
O14578,RandomForest,-0.3571769034162354,0.42260816434216664,0.2306025114348519,0.4989364784181107
O14578,XGBoost,-0.7545198085200757,0.65801955698727,0.40011575750871264,0.3890110584651012
O14578,PLS,-0.6622519287047469,1.019287926737611,0.05003515127687752,0.616030235719667
O14578,SVR,-0.599668083810716,0.5296393558774686,-0.05222813456055109,0.6823456116670774
O14578,Lasso,-0.19460382457680567,0.12554188294346644,-0.10113363208962767,0.7140596958369493
O14578,ElasticNet,-0.3246651773920234,0.4035145831749582,-0.016180871570668387,0.6589697952391809
O14578,GradientBoosting,-0.4272473282333287,0.31265878022216476,0.4120933941940791,0.38124383806682155
O14578,MLP,-2.4837631802114197,2.8971985186508316,-0.2913516716216764,0.8374116955331131
O15075,RandomForest,-0.14457764159697367,0.45711650468609555,0.43411094596896593,1.128972293305477
O15075,XGBoost,-0.2346747158362156,0.5293216059541612,0.22419893575644323,1.5477555192291188
O15075,PLS,-0.15956873325767484,0.5482139156604675,0.19344514182492067,1.6091106223458704
O15075,SVR,-0.0772281810549265,0.4793428715227105,0.01741995334497204,1.9602882238600323
O15075,Lasso,-0.07455740283228159,0.5000972431507019,0.24155033096426715,1.5131387612263172
O15075,ElasticNet,-0.058569073822976006,0.46523434604227404,0.2688350033831872,1.45870470039151
O15075,GradientBoosting,-0.13550011677825985,0.48399941223363074,0.2670974815155439,1.4621711290732602
O15075,MLP,-2.389810868502008,2.950436371468844,-0.36790164460728536,2.729020902114725
O43318,RandomForest,-0.5534795840273722,0.37559770491938466,-0.45113289040439275,0.7524351664564621
O43318,XGBoost,-1.0226097657766045,0.645976209399207,-1.1308785895571587,1.1048939741040125
O43318,PLS,-0.3585029054345804,0.26517877428791964,-0.1193755445513891,0.5804137786147914
O43318,SVR,-0.4641756970380503,0.5304441031815913,-0.07781361305095413,0.5588632651824433
O43318,Lasso,-0.16022094170190732,0.20247206881603957,-0.057252571035169675,0.5482020423723437
O43318,ElasticNet,-0.2298686381503805,0.21607047886229483,-0.056105507580655134,0.5476072719780944
O43318,GradientBoosting,-0.6167139340712878,0.6105368496243594,-0.749340649749419,0.9070605674277364
O43318,MLP,-0.6471189616474105,0.5797466866205371,-0.11226870825554736,0.5767287725160388
O43353,RandomForest,0.09987795589494705,1.008539933577191,0.5740346156219269,0.7093562428721657
O43353,XGBoost,-0.032802150189610926,0.8884940504131787,0.5219671051533179,0.7960637899082834
O43353,PLS,0.36488776764413355,0.5308946103821317,0.8511542312171742,0.24787149187101765
O43353,SVR,0.3406101042073636,0.5295217350219654,0.8187771161032917,0.301788804344086
O43353,Lasso,0.34878046731408774,0.566215785806552,0.8332592260319408,0.2776718796722675
O43353,ElasticNet,0.39187840346747127,0.5475155547906224,0.837899961802764,0.2699437050100001
O43353,GradientBoosting,-0.04285793211581375,1.2416520066135386,0.5246527388931329,0.7915914287041272
O43353,MLP,-0.4852771834330906,1.1924327830665784,0.822604513055079,0.29541507534809225
O43683,RandomForest,-0.16198125697262328,0.3187768003640759,-0.24176067247576682,0.7499335116473729
O43683,XGBoost,-0.37662086494671787,0.2533290427469118,-0.9168122819882694,1.1576157931739701
O43683,PLS,0.0674282871624837,0.2807506221869008,-0.608511530159346,0.9714244677540536
O43683,SVR,0.061279058289243515,0.2445344644109429,-0.6576360045929042,1.0010920924714153
O43683,Lasso,-0.006128498850879516,0.21556919447203501,-0.24131961943186497,0.7496671475521268
O43683,ElasticNet,0.05029704014320091,0.23749820953212328,-0.3313138088283367,0.8040171201176108
O43683,GradientBoosting,-0.2990704371891738,0.38173618178399277,-0.3161727168447812,0.7948729971532679
O43683,MLP,-0.3098278183399873,0.3655886186312587,-0.5649869154620202,0.9451387527474838
O60885,RandomForest,-0.5104306616349152,1.2574843508753075,0.4368715464604679,0.28984828814733843
O60885,XGBoost,-4.118657752909516,4.665070336601148,0.3119772627996308,0.35413272288144737
O60885,PLS,-0.22157160616329588,0.4469407366192721,0.12006696420115381,0.4529110232443293
O60885,SVR,-0.4238754658270866,0.8161711720944853,-0.07626435483802774,0.553964870506943
O60885,Lasso,0.004658672775312844,0.1734971615308086,0.0866538473052264,0.47010911485749196
O60885,ElasticNet,-0.030141260010932446,0.20107855147203915,0.0877566804477804,0.4695414747454141
O60885,GradientBoosting,-1.866015345260418,2.8446550898776226,0.6116581410032897,0.1998837429340617
O60885,MLP,-1.8321091762395405,3.0857127379552245,-0.015346253252733533,0.522609666644129
O75385,RandomForest,-0.787703564786679,0.6528982723785295,0.22288058442981062,0.27202265509470397
O75385,XGBoost,-1.0463130195855583,0.6319663612403902,-0.035165927725612,0.3623491814535167
O75385,PLS,-0.7834938125684621,0.48629695914699045,0.13119951476076763,0.304114670161651
O75385,SVR,-0.6158294153366324,0.33591224054909863,-0.1183207414388352,0.3914566683557449
O75385,Lasso,-0.611954658320217,0.3410517342448166,0.08697565794418971,0.31959477619007515
O75385,ElasticNet,-0.6096787818065967,0.37730873067274395,0.14076553608709064,0.30076618282786116
O75385,GradientBoosting,-1.167875382182956,0.657484782163281,0.06749548122709847,0.3264136116047188
O75385,MLP,-5.353964004223375,6.897771341510472,0.04440526824041857,0.33449610306934185
O75676,RandomForest,-1.4381367030516403,1.6071894391148311,-0.8293904420844398,1.489923174562617
O75676,XGBoost,-1.5071656207879975,1.110842674334774,-2.4701418419330987,2.82621174265263
O75676,PLS,-0.8656359413069155,1.0210934811930288,-0.12637290861001915,0.917359717822395
O75676,SVR,-0.587329740264147,0.5733159438511723,0.2358373815297652,0.6223622733570081
