Kinase,Model,CV Mean R²,CV Std R²,Test R²,Test MSE
O00418,RandomForest,-0.4572055609801276,0.321889477595916,-0.08569533461970047,1.9636180704212867
O00418,XGBoost,-1.7110036875778447,1.3040692799225369,-0.36546788330738744,2.4696223007916736
O00418,PLS,-0.37319453711034445,0.323411286732832,0.09948851466739261,1.6286895308806049
O00418,SVR,-0.39533480599894855,0.4285389022474773,0.1192333539128142,1.5929784783379928
O00418,Lasso,-0.19712370997611603,0.1622091852202537,0.05197872874590903,1.714617020096491
O00418,ElasticNet,-0.21214084134754935,0.18380580804203964,0.09308636315612973,1.6402686359906904
O00418,GradientBoosting,-1.6134623849483005,0.6489081127190437,-0.3168186060725553,2.381633896637102
O00418,MLP,-0.9962515306585796,1.0863268638143255,0.17806260172228128,1.4865783029071704
O14578,RandomForest,-0.036832037603534505,0.549438993982292,0.07514899281169352,0.48879726549585617
O14578,XGBoost,-0.30212259483472154,0.8601675501772413,-0.35190281039745486,0.7145003809288102
O14578,PLS,-0.04866232440854781,0.42238478468413293,0.012164309370028659,0.5220855906370099
O14578,SVR,0.1258490555636121,0.22832960489666523,0.01523208070777271,0.5204642286777311
O14578,Lasso,0.20858388556114954,0.19112436444940378,0.2976901283165727,0.37118102498828665
O14578,ElasticNet,0.15738634034124768,0.24373353678297952,0.28609798116520024,0.37730764407047007
O14578,GradientBoosting,-0.39293213226275797,1.167014862233854,-0.43762353240498264,0.7598050345302512
O14578,MLP,-0.2132954092748694,0.8082653492824177,-0.08101124809843951,0.5713302336634581
O15075,RandomForest,0.3853844589923603,0.2778256141361822,-0.49792372592864775,0.3199510512043297
O15075,XGBoost,-1.1236383597235322,1.633254782323972,-1.3352454548904555,0.49879992230520614
O15075,PLS,0.02724426943456615,0.4052611274662686,-0.15289756337791238,0.24625471974882399
O15075,SVR,0.16838376638530955,0.37372972641351315,-0.18176393546312553,0.2524204716714684
O15075,Lasso,-0.05141529179517135,0.05501650383427429,-0.042251033588086795,0.2226210240501872
O15075,ElasticNet,0.03546599779283051,0.17886885598232777,-0.06594320803448395,0.22768158620580806
O15075,GradientBoosting,0.08276536978403197,0.38512571159936476,-0.65554260173796,0.3536178689013186
O15075,MLP,-2.7750490621363504,3.2895966937460126,-0.5258079705850398,0.3259070242858832
O43318,RandomForest,-0.9321135035436054,0.5394563085240414,-0.016650981358558026,0.663023388548784
O43318,XGBoost,-1.0098495117171606,0.3799972304906618,-0.323742422202526,0.8632974368073242
O43318,PLS,-0.7771880335271335,0.47160023324556305,0.06032840873817258,0.6128201850834717
O43318,SVR,-0.7480405752006765,0.5382230240923433,0.10173658759722082,0.5858152526492626
O43318,Lasso,-0.3713320780994299,0.22832855562942422,0.005639332538748154,0.6484864434978297
O43318,ElasticNet,-0.523357672288624,0.3124915560046085,0.039472686709129956,0.6264215406557145
O43318,GradientBoosting,-1.6429670469572468,1.401730023165194,-0.2803490272621436,0.8349978174870719
O43318,MLP,-0.9640824775206298,0.30299028801898004,-0.2670414568767625,0.8263190963014825
O43353,RandomForest,-0.33742313932417467,0.32345962326843763,0.2025186691052061,0.5162479594286222
O43353,XGBoost,-1.1107891335611793,0.759779218012005,0.115329421433787,0.5726897461523104
O43353,PLS,-0.14685219422845647,0.4991679682482658,0.307977630734969,0.447979309573534
O43353,SVR,-0.09039521963253556,0.3881249032211307,0.27500012591392486,0.4693272319779489
O43353,Lasso,-0.15095214223977718,0.3750275070615674,0.2596709178292955,0.4792505644583059
O43353,ElasticNet,-0.12114219975593707,0.43098725759017525,0.2852811168903867,0.4626718528400482
O43353,GradientBoosting,-0.8018874129264212,0.49785055724869476,0.2831915931769312,0.46402450187578015
O43353,MLP,-0.545985645827969,0.8595484482015899,0.3191969063270361,0.44071653374883435
O43683,RandomForest,-1.797485399255813,3.2670506145195084,-0.2946754968065788,2.9920632880015496
O43683,XGBoost,-3.4412442966649754,3.358450315133562,-0.9613684749671527,4.532825887774988
O43683,PLS,-1.3659923212419245,3.026733740425138,0.058271199257610484,2.1763848770639003
O43683,SVR,-0.4727574067797399,1.2197450255335465,0.026725814404157222,2.249287923548296
O43683,Lasso,-0.6791737904839712,1.7753477116909053,0.052198644063622845,2.1904188720727733
O43683,ElasticNet,-0.7610927939468534,1.9124327748907513,0.0559118777942067,2.1818373932756128
O43683,GradientBoosting,-2.392630844981634,2.1514665277240534,-0.2575683073742365,2.9063066180906048
O43683,MLP,-3.052682395723124,6.1304056922814425,0.08100640893263655,2.1238426096142944
O60885,RandomForest,-0.5077276755624648,0.8501420943882757,0.1684911612264618,0.3483452692703947
O60885,XGBoost,-1.786200136846579,2.050490975763716,-0.02357428101692305,0.4288075386727178
O60885,PLS,-0.7821151274785756,1.0584895521920394,0.21399693270383213,0.32928146684344434
O60885,SVR,-0.4039097108661439,0.41377714116769426,-0.040872604650802336,0.43605435184316843
O60885,Lasso,-0.2518921906721373,0.41668266788137726,0.06351260904912315,0.3923240946545837
O60885,ElasticNet,-0.3502325098352263,0.5462773432044247,0.13266810816135222,0.36335267566725177
O60885,GradientBoosting,-0.8665057983059359,1.318798995236126,-0.43173962860629134,0.5998008718555371
O60885,MLP,-2.8746438759517186,3.2031157562491255,-0.6655349642432324,0.6977451093055411
O75385,RandomForest,-1.0038971212945165,1.427060387071406,-0.9149994290942352,0.23612170801013743
O75385,XGBoost,-1.6791933617697423,2.3868496643548505,-0.6123475989018532,0.1988043772623053
O75385,PLS,-1.0651324903680992,1.2507687620144405,-0.481053935613762,0.18261571237003685
O75385,SVR,-1.6896820577943026,1.4346947715529017,-0.2859499213503982,0.15855915528307768
O75385,Lasso,-0.5662853413150777,0.6490069862814678,0.10932260473930955,0.10982158253407263
O75385,ElasticNet,-0.7809175009766921,0.873314364921092,-0.1301782155699973,0.13935231862834419
O75385,GradientBoosting,-1.2081379661360419,1.8128692711239978,-0.5463785680529398,0.19067031727086894
O75385,MLP,-0.5310907051500868,0.6440270890835552,-1.052505236800839,0.25307633770021193
O75676,RandomForest,-0.6633218813842428,0.6463896793583181,-0.4575279443502249,0.5274331615989993
O75676,XGBoost,-0.9389133424968756,0.9623395781072294,-0.8756308329962499,0.6787313437621942
O75676,PLS,-0.4626307648721319,0.4660902560276696,-0.600434462230258,0.5791465004963691
O75676,SVR,-0.8205215708925057,1.164729262040284,-0.3793473028328578,0.4991420656435624
O75676,Lasso,-0.27529607492112745,0.33328691805006333,-0.46140727475696175,0.5288369683042111
O75676,ElasticNet,-0.3177034059709781,0.3487997334370935,-0.4818235010708043,0.5362249534432756
O75676,GradientBoosting,-0.8597263489156415,0.6846593175733963,-0.9756792828873753,0.7149357063911934
O75676,MLP,-1.2347330987422123,0.4116883469481493,-1.583637350013806,0.9349364595205345
O76039,RandomForest,-0.46247940456208336,0.3555777400898603,-0.10226738324142537,1.2208839630186175
O76039,XGBoost,-1.4617110587438185,0.9495269250599147,0.13260625517067048,0.9607352342864757
O76039,PLS,-0.27386418708111315,0.37685509231574565,-0.006298439050601123,1.114587662600243
O76039,SVR,-0.26633962661512756,0.367980046550612,0.01902955387168359,1.0865340879010328
O76039,Lasso,-0.10268334961334458,0.13852593293579504,-0.010355489383508276,1.119081297959424
O76039,ElasticNet,-0.15420559073304557,0.21673786163209718,0.004561934452209537,1.1025585886717535
O76039,GradientBoosting,-0.7996178900853892,0.6461872341287762,-0.21373311787925076,1.3443446858109596
O76039,MLP,-0.20223313979415125,0.12583618698658738,-0.2662446963077927,1.40250711078236
