Kinase,Model,CV Mean R²,CV Std R²,Test R²,Test MSE,GeneName
O00418,RandomForest,-0.1300458537793064,0.3081769931597794,-0.6347705705542022,1.184970690594901,EEF2K
O00418,XGBoost,-0.5431115813779246,0.2782704233463253,-1.4980097447740903,1.8106934304391449,EEF2K
O00418,PLS,0.045130072456153,0.4270419357721679,-0.4014251150295502,1.0158292033668246,EEF2K
O00418,SVR,0.0287131724835152,0.430090714674346,-0.5428778573895596,1.1183618503449624,EEF2K
O00418,Lasso,0.0056930377157463,0.2650535110456996,-0.1263714304324275,0.8164553215154825,EEF2K
O00418,ElasticNet,0.0150784958523098,0.2775565496751849,-0.1940975588715672,0.8655469057618516,EEF2K
O00418,GradientBoosting,-0.1946523704047364,0.3666629316825761,-0.9814692735446736,1.4362767814377897,EEF2K
O00418,MLP,0.1735543024511626,0.3197334563503751,-0.6166165353816648,1.1718116577722135,EEF2K
O14578,RandomForest,-0.6112190847379393,0.7555374303851538,0.0236165133023867,0.4802787592537043,CIT
O14578,XGBoost,-1.5757836864114032,1.5434141085328723,-0.7766163762989964,0.8739098115686926,CIT
O14578,PLS,-0.607706954272748,0.2982638488945871,-0.0762731256874096,0.5294140350238666,CIT
O14578,SVR,-0.4481336428513239,0.3306677128112714,-0.3188016504752262,0.648712753770836,CIT
O14578,Lasso,-0.2952599512297666,0.1557478173281224,-0.0022623067017246,0.4930084374302197,CIT
O14578,ElasticNet,-0.4002467216733459,0.1744648519206764,0.0075453629700221,0.4881840876892704,CIT
O14578,GradientBoosting,-1.2381999063768765,1.1301771889522567,-1.161855958712338,1.0634074742982105,CIT
O14578,MLP,-0.9576269001990304,0.8330402031164112,-0.4501673371464965,0.7133309594887378,CIT
O15075,RandomForest,0.1574471648626561,0.3745298873022469,-0.1956266681844418,1.278179825022863,DCLK1
O15075,XGBoost,-0.4011612574179148,1.0064831660501965,-0.7024264675491134,1.8199720885370363,DCLK1
O15075,PLS,-36.31178745909678,72.80096906698513,-0.0588831445675168,1.1319947174632448,DCLK1
O15075,SVR,-0.0999908035963739,0.7432805952814174,0.0530446842675965,1.01233872744347,DCLK1
O15075,Lasso,0.2006735972162788,0.3693843091115045,0.1225519031910389,0.9380323178546816,DCLK1
O15075,ElasticNet,0.1732939083613137,0.4030968274498593,0.0848057045214977,0.9783847379658644,DCLK1
O15075,GradientBoosting,0.0612230582330321,0.7063076182933091,-0.2682495581896791,1.3558170301050347,DCLK1
O15075,MLP,0.0127410490562209,0.4862595025249124,-0.4003245150487107,1.497011225366943,DCLK1
O43318,RandomForest,-0.7472917012068268,1.2141284476503342,0.0831316116241405,0.7666369544298949,MAP3K7
O43318,XGBoost,-0.9878107268862152,1.1130520209129395,-0.0031827089483102,0.838808433658845,MAP3K7
O43318,PLS,-0.5435347063136382,1.1411325838686068,0.0880672077921738,0.7625100694128866,MAP3K7
O43318,SVR,-0.4936961268726877,0.9189495826868608,0.0977725303783295,0.7543949909092094,MAP3K7
O43318,Lasso,-0.3095919102455304,0.7498344225189854,0.1265255080792114,0.7303532685258671,MAP3K7
O43318,ElasticNet,-0.3624319170466197,0.8316660780377371,0.1158710920988639,0.7392619288330152,MAP3K7
O43318,GradientBoosting,-1.415527944474724,2.1488297840307387,0.2300350629372348,0.6438040419445938,MAP3K7
O43318,MLP,-1.1725769581338703,1.4547670833988289,0.0627090904203576,0.783713188768372,MAP3K7
O43353,RandomForest,0.7049464603339918,0.0697452765469666,0.2356663981673122,0.3097750959657896,RIPK2
O43353,XGBoost,0.5509492399273166,0.1345706644343289,0.2118162450159293,0.3194412724410268,RIPK2
O43353,PLS,0.6679934517577937,0.1489580946295878,0.5563545111602148,0.1798041111245264,RIPK2
O43353,SVR,0.6896327298841847,0.0845219440100627,0.5495068310249267,0.1825793924492852,RIPK2
