Kinase,Model,CV Mean R²,CV Std R²,Test R²,Test MSE
O00418,RandomForest,-0.13004585377930641,0.3081769931597794,-0.6347705705542022,1.184970690594901
O00418,XGBoost,-0.5431115813779246,0.2782704233463253,-1.4980097447740905,1.8106934304391449
O00418,PLS,0.04513007245615304,0.4270419357721679,-0.40142511502955025,1.0158292033668246
O00418,SVR,0.028713172483515237,0.43009071467434606,-0.5428778573895596,1.1183618503449624
O00418,Lasso,0.0056930377157463855,0.26505351104569963,-0.1263714304324275,0.8164553215154825
O00418,ElasticNet,0.015078495852309848,0.27755654967518495,-0.1940975588715672,0.8655469057618516
O00418,GradientBoosting,-0.19465237040473649,0.36666293168257613,-0.9814692735446737,1.4362767814377897
O00418,MLP,0.1735543024511626,0.31973345635037514,-0.6166165353816648,1.1718116577722137
O14578,RandomForest,-0.6112190847379393,0.7555374303851538,0.023616513302386788,0.48027875925370433
O14578,XGBoost,-1.5757836864114032,1.5434141085328723,-0.7766163762989964,0.8739098115686926
O14578,PLS,-0.607706954272748,0.2982638488945871,-0.07627312568740963,0.5294140350238666
O14578,SVR,-0.4481336428513239,0.3306677128112714,-0.31880165047522624,0.648712753770836
O14578,Lasso,-0.29525995122976667,0.15574781732812248,-0.00226230670172467,0.4930084374302197
O14578,ElasticNet,-0.4002467216733459,0.17446485192067643,0.007545362970022174,0.4881840876892704
O14578,GradientBoosting,-1.2381999063768763,1.1301771889522567,-1.161855958712338,1.0634074742982103
O14578,MLP,-0.9576269001990303,0.8330402031164112,-0.4501673371464965,0.7133309594887378
O15075,RandomForest,0.15744716486265617,0.3745298873022469,-0.19562666818444185,1.2781798250228633
O15075,XGBoost,-0.4011612574179148,1.0064831660501963,-0.7024264675491134,1.8199720885370365
O15075,PLS,-36.31178745909678,72.80096906698513,-0.058883144567516865,1.1319947174632448
O15075,SVR,-0.09999080359637391,0.7432805952814174,0.053044684267596565,1.0123387274434699
O15075,Lasso,0.2006735972162788,0.3693843091115045,0.12255190319103892,0.9380323178546816
O15075,ElasticNet,0.1732939083613137,0.4030968274498593,0.08480570452149772,0.9783847379658643
O15075,GradientBoosting,0.06122305823303211,0.7063076182933091,-0.2682495581896791,1.3558170301050347
O15075,MLP,0.01274104905622091,0.4862595025249124,-0.4003245150487107,1.497011225366943
O43318,RandomForest,-0.7472917012068268,1.2141284476503342,0.08313161162414051,0.7666369544298949
O43318,XGBoost,-0.9878107268862151,1.1130520209129395,-0.0031827089483102977,0.838808433658845
O43318,PLS,-0.5435347063136382,1.1411325838686068,0.08806720779217381,0.7625100694128866
O43318,SVR,-0.4936961268726877,0.9189495826868607,0.09777253037832956,0.7543949909092094
O43318,Lasso,-0.3095919102455304,0.7498344225189854,0.12652550807921148,0.7303532685258671
O43318,ElasticNet,-0.3624319170466197,0.8316660780377371,0.11587109209886393,0.7392619288330152
O43318,GradientBoosting,-1.415527944474724,2.1488297840307387,0.23003506293723486,0.6438040419445938
O43318,MLP,-1.1725769581338703,1.4547670833988287,0.06270909042035766,0.783713188768372
O43353,RandomForest,0.7049464603339918,0.06974527654696668,0.23566639816731227,0.30977509596578967
O43353,XGBoost,0.5509492399273166,0.13457066443432897,0.21181624501592933,0.3194412724410268
O43353,PLS,0.6679934517577937,0.14895809462958784,0.5563545111602148,0.1798041111245264
O43353,SVR,0.6896327298841847,0.08452194401006274,0.5495068310249267,0.18257939244928523
O43353,Lasso,0.6707344309664233,0.10950933106424958,0.5559860978993332,0.17995342453031027
O43353,ElasticNet,0.6757994195025147,0.10792498749556971,0.5553351106063548,0.18021726174834093
O43353,GradientBoosting,0.7289561622425006,0.05273573083012208,-0.0041407836197309145,0.40696602486548245
O43353,MLP,0.49324122881748034,0.2674402163124369,0.4612035881100863,0.21836762089095843
O43683,RandomForest,-0.16041346653016197,0.1918622903250521,0.10965332228333413,1.1279359814492598
O43683,XGBoost,-0.6360407299931318,0.38587933764223903,-0.07184850470653004,1.357871630656899
O43683,PLS,-0.014182634258872295,0.13815145995741815,0.0970443489519992,1.1439096634604287
O43683,SVR,-0.1754967261485501,0.45618049582991665,-0.006464800601533094,1.2750402636105373
O43683,Lasso,0.0491636847804543,0.10591272919189809,0.07960306837112141,1.1660051554997495
O43683,ElasticNet,0.04508875385161666,0.11263743447062376,0.08806805398803141,1.1552812856873194
O43683,GradientBoosting,-0.5002050773050739,0.25827258035258743,0.12467028383329437,1.1089117387714762
O43683,MLP,-0.371764257435936,0.5298490954224353,0.11392053914020983,1.1225300563708842
O60885,RandomForest,-0.8463201404937045,0.9596221476443256,0.4563060735023763,0.1726877407222925
O60885,XGBoost,-0.5587916182579611,0.5674113530179773,0.11750664766389807,0.28029701232652926
O60885,PLS,-1.4084252157945394,1.0362921430372027,-0.12888534214032288,0.358555889201342
O60885,SVR,-0.8749176708638602,0.5235394115676496,-0.3426799809559147,0.4264612148933782
O60885,Lasso,-0.28493477765516906,0.2644116276195155,0.04476015663169153,0.30340270942848346
O60885,ElasticNet,-0.5643622036168001,0.45865066908863933,0.04463860271471354,0.3034413173111098
O60885,GradientBoosting,-1.8708834938642596,3.0216983850978565,-0.23200061346906198,0.39130730019177534
O60885,MLP,-1.4768009660683634,1.0886791879232296,-1.1492681896374508,0.6826492807555858
O75385,RandomForest,0.024940079820279504,0.1652939490093633,-0.3292310429409344,0.5402218103475003
O75385,XGBoost,-0.8484857125639536,0.7104577845363409,-0.8761019684806242,0.7624793350949057
O75385,PLS,-0.18077892684343108,0.3695502023816038,-0.35780229623281934,0.5518336473258855
O75385,SVR,-0.8167166271043454,0.996302646686849,-0.08397714516224286,0.44054650908486426
O75385,Lasso,0.05030700455667525,0.21496658612011244,-0.20995096717873696,0.4917443851407639
O75385,ElasticNet,0.06826414811999997,0.24487877571892808,-0.23392907798673446,0.5014894919062136
O75385,GradientBoosting,-0.32458289583073674,0.24158886153407869,-0.5063496708062436,0.6122057940949475
O75385,MLP,-1.1808426312129572,0.9312022335677895,-0.6250273856819857,0.6604384097252813
O75676,RandomForest,-1.2723629342632932,1.024026105006616,-0.42212601536812633,0.8745054433154826
O75676,XGBoost,-2.265074173061887,1.8773048586135195,-1.466307810529961,1.51660231364352
O75676,PLS,-1.7402498325044866,1.2418583855080843,-0.5587594792975075,0.9585252183945311
O75676,SVR,-1.6385217014208464,1.0773301317134818,-0.311943508975286,0.806751108919357
O75676,Lasso,-1.203092761089605,0.8274422682935269,-0.32780855630474015,0.8165069745023896
O75676,ElasticNet,-1.4013504314828906,0.9781274234351927,-0.3769297592430729,0.8467129892208932
O75676,GradientBoosting,-2.1866219013507853,2.020768085590467,-1.1143998904827574,1.300204196808953
O75676,MLP,-3.324352209761905,2.7647012982173065,-0.5613599830244671,0.9601243415664673
O76039,RandomForest,-0.23391241635143079,0.3703522743845051,-0.057280871395766875,0.9539304266096211
O76039,XGBoost,-0.5728141987352415,0.5392359875024969,-0.23811999159842534,1.1170923107879425
O76039,PLS,-0.37352079446659736,0.5311031989493205,0.10029263701515612,0.8117599133926654
O76039,SVR,-0.3285874442606595,0.5085687879563084,0.002966177863064412,0.899572597052394
O76039,Lasso,-0.18145048449718895,0.2778300130695542,0.043804084893858786,0.8627266433141964
O76039,ElasticNet,-0.22754303112256724,0.36403839381674646,0.07500265244080195,0.8345777723236758
